img_url,title,text,url,คำอธิบาย,year,ภาษา,type_1,type_2,type_3
https://m.media-amazon.com/images/M/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_FMjpg_UX1000_.jpg,Everest 2015,แนวดราม่า ดูได้ที่ apple tv,https://youtu.be/79Q2rrQlPW4,เรื่องราวของสองกลุ่มนักปีนเขาที่กำลังเดินทางเพื่อพิชิตยอดเขาที่สูงที่สูงที่สุดในโลกอย่างเอเวอเรสต์ แต่พวกเขาต้องพบกับพายุหิมะครั้งร้ายแรงที่สุดเท่าที่เคยพบมา ความกล้าหาญของพวกเขาจึงถูกทดสอบด้วยสภาพแวดล้อมทางธรรมชาติอันร้ายแรง และเกิดเป็นอุปสรรค์ที่ทำให้พวกเขาต้องดิ้นรนเพื่อเอาชีวิตรอด,2015,eng,ดราม่า,,
https://kodungmovie.com/wp-content/uploads/2021/09/9246046_so.jpg,42 ตำนานนักหวดสะท้านโลก,แนวดราม่า ดูได้ที่ netflix,https://youtu.be/aWU6DXgT7CA,แจ็คกี้ โรบินสัน นักเบสบอลระดับตำนานที่เป็นคนทำลายเรื่องการเหยียดสีผิวในหมู่กีฬาเบสบอล เมื่อเขาเข้าไปร่วมทีมกับกลุ่ม Brooklyn Dodgers และที่นั่นเองที่เขาได้พบกับ แบรนช์ ริคกี้ ผู้บริหารของ MLB ที่เดิมทีเซ็นสัญญากับเขาในฐานะผู้เล่นไมเนอร์ลีก แต่เพราะประทับใจในความสามารถและตัวตนของเขา จึงได้ช่วยผลักดันจนแจ็คกี้ได้เป็นนักเบสบอลผิวสีที่โด่งดังในที่สุด,2013,eng,ดราม่า,,
https://upload.wikimedia.org/wikipedia/th/2/2e/%E0%B9%82%E0%B8%9B%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%9B%E0%B8%B4%E0%B8%94%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B9%83%E0%B8%88%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88.jpeg,เปิดหัวใจรักใหม่,แนวดราม่า ดูได้ที่ netflix,https://youtu.be/EtBhKTuPjEk,มาร์ตินและแกบี้พยายามสานความสัมพันธ์หลังจากพบกันผ่านแอปหาคู่ แต่ความเบื่อหน่ายก็เริ่มคืบคลานเข้ามา ทั้งคู่จึงหาทางแก้เบื่อในแบบไม่ค่อยถูกประเพณีนัก,2017,eng,ดราม่า,,
https://m.media-amazon.com/images/M/MV5BN2UyNGM3MDUtMTIzZi00ZDdkLThlYTktYjk0ZDMzM2JiMjMyXkEyXkFqcGdeQXVyNzE0MjkxMzA@._V1_.jpg,After We Collided,แนวดราม่า ดูได้ที่ netflix,https://youtu.be/2SvwX3ux_-8,หนังรักภาคต่อจาก After ที่ทาง Netflix ออกทุนสร้างต่อเอง หนังเน้นสนองนีดผู้หญิง ถ้าคนดูผู้หญิงทั้งหลายได้ดูหนังเรื่องนี้แล้วสวมตัวเองเป็นนางเอก เชื่อว่าคงจะฟินกระจายแน่ ส่วนผู้ชายกดข้ามไปเถอะ,2020,eng,ดราม่า,,
https://cdn.majorcineplex.com/uploads/movie/2829/thumb_2829.jpg,พลิกน้ำเน่าคดีฉาวโลก,แนวดราม่า ระทึกขวัญ ดูได้ที่ apple tv,https://youtu.be/RvAOuhyunhY,สร้างมาจากเรื่องจริง โรเบิร์ต บิลอตตา ทนายความดีเดือดผู้ยกความเสี่ยงต่อทั้งชีวิตตนเองและครอบครัวเพื่อเดินหน้ากัดไม่ปล่อยต่อคดีความของบริษัทยักษ์ใหญ่ ดูปองท์ ผู้ผลิตสารเคมีในรัฐเวสต์เวอร์จิเนียที่ซ่อนความลับดำมืดอันเกี่ยวข้องกับการเสียชีวิตของผู้บริสุทธิ์ภายในเมืองหลายคน เนื่องด้วยสาเหตุการรั่วไหลของสารเคมีอันตรายร้ายแรงสู่ย่านที่พักอาศัย,2019,eng,ดราม่า,ระทึกขวัญ,
https://lumiere-a.akamaihd.net/v1/images/p_petesdragon_19918_0c87486b.jpeg,Pete's Dragon,แนวแฟนตาซี ดูได้ที่ apple tv,https://youtu.be/fPOamb6d_20,เรื่องราวการผจญภัยของ “พีท” เด็กชายวัย 6 ปี ที่สูญเสียพ่อแม่ตั้งแต่เล็ก และใช้ชีวิตอยู่ในป่าเพียงลำพังร่วมกับ “เอลเลียต” เพื่อนต่างสายพันธุ์ที่มนุษย์หลายคนไม่เชื่อว่ามีอยู่จริง จนเมื่อเรื่องราวการอยู่รอดอย่างปาฏิหาริย์ของเด็กชายได้เลื่องลือไปถึง “เกรซ” เจ้าหน้าที่ป่าไม่หญิง ตลอดจนได้รับความสนใจจากพ่อของเธอ ซึ่งเชื่อเรื่องการมีอยู่จริงของเจ้ามังกรในตำนาน การสืบหาเจ้าหนูพร้อมด้วยเพื่อนมังกรของเขาจึงเริ่มต้นขึ้น ตามด้วยการผจญภัยนอกผืนป่า ที่พีทต้องเผชิญ…,2016,eng,แฟนตาซี,,
https://m.media-amazon.com/images/M/MV5BMTYzODQzYjQtNTczNC00MzZhLTg1ZWYtZDUxYmQ3ZTY4NzA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_FMjpg_UX1000_.jpg,wonder woman,แนวแฟนตาซี ดูได้ที่ apple tv,https://youtu.be/W_9CcHC3VRs,ไดนาอ่า เจ้าหญิงแห่งอเมซอนที่ถูกฝึกฝนให้เป็นนักรบไร้เทียมทาน ซึ่งระหว่างเติบโตบนเกาะสวรรค์อันโดดเดี่ยว เธอได้พบกับนักบินชาวอเมริกันที่ขับเครื่องบินมาตกริมชายหาด โดยเขาเล่าถึงความขัดแย้งต่าง ๆ ที่เกิดขึ้นบนโลกภายนอก จนในที่สุดไดอาน่าตัดสินใจออกเดินทางจากบ้านเกิดเมืองนอน เพราะเชื่อว่าตัวเองสามารถหยุดยั้งภัยคุกคามต่างๆ ได้ ซึ่งในสงครามที่เธอต่อสู้เคียงข้างเหล่ามวลมนุษย์ ไดอาน่าจะค้นพบพลังเต็มรูปแบบและโชคชะตาที่แท้จริงของเธอ,2017,eng,แฟนตาซี,,
https://upload.wikimedia.org/wikipedia/en/3/3c/Fantastic_Beasts_-_The_Crimes_of_Grindelwald_Poster.png,Fantastic Beasts and Where to Find Them 2,แนวแฟนตาซี ดูได้ที่ apple tv,https://youtu.be/TiblmGnet2Q,หนังจะเดินเรื่องต่อจากตอนจบของ Fantastic Beasts ภาคแรก พ่อมดมืดผู้ทรงพลังอย่าง กิลเลิร์ต กรินเดลวัลด์ (จอห์นนี เดปป์) ถูก มาคูซ่า (สภาเวทมนตร์แห่งสหรัฐอเมริกา) จับตัวไป โดยได้รับความช่วยเหลือจาก นิวท์ สคาแมนเดอร์ (เอ็ดดี้ เรดเมย์น) แต่โชคดีบนลางร้ายของเขาคือ กรินเดลวัลด์ ได้หลบหนีจากการคุมขัง เขาได้รวมตัวเหล่าผู้ติดตามที่แทบไม่สงสัยแผนการที่แท้จริง เพื่อยกระดับเหล่าพ่อมดเลือดบริสุทธิ์ให้เป็นฝ่ายควบคุมสิ่งมีชีวิตที่ไร้เวทมนตร์ทั้งหมด,2018,eng,แฟนตาซี,,
https://s.isanook.com/mv/0/ud/6/33048/dawn-pos.jpg,vampire twilight 4 saga breaking dawn part 1 ,แนวแฟนตาซี ดูได้ที่ netflix,https://youtu.be/8VqkovpD8Fg,เป็นการเล่าชีวิตรักของเบลล่าและเอ็ดเวิร์ดเป็นหลัก มีทั้งฉากแต่งงานหวานฉ่ำ ฮันนีมูนสุดร้อนแรง รวมไปถึงข่าวดีของคู่รักข้าวใหม่ปลามันที่ไม่คาดคิดอีกด้วย ,2011,eng,แฟนตาซี,,
https://m.media-amazon.com/images/M/MV5BZjNkNzk0ZjEtM2M1ZC00MmMxLTlmOWEtNWRlZTc1ZTUyNzY4XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,Enola Holmes,แนวแฟนตาซี ดูได้ที่ netflix,https://youtu.be/KKXNmYoPkx0,เอโนลา โฮล์มส์ สาวใสใจถึงต้องออกตามหาแม่ที่หายตัวไปโดยใช้สัญชาตญาณนักสืบชิงไหวพริบแข่งกับพี่ใหญ่อย่างเชอร์ล็อกและช่วยเหลือขุนนางหนุ่มคนหนึ่งที่หนีออกจากบ้าน,2020,eng,แฟนตาซี,,
https://cdn.majorcineplex.com/uploads/content/images/1.5x2_Main_Revised%283%29.jpg,ปราสาทสีเลือด,แนวแฟนตาซี สยองขวัญ ดูได้ที่ netflix,https://youtu.be/oquZifON8Eg,รื่องราวของ อีดิธ (มิอา วาชิคอฟสกา) นักเขียนจากครอบครัวฐานะดีซึ่งตกหลุมรัก โธมัส (ทอม ฮิดเดิลสตัน) บุรุษลึกลับที่มีเสน่ห์เย้ายวนใจ ภายหลังจากการเสียชีวิตอย่างมีเงื่อนงำของพ่อ เธอตัดสินใจแต่งงานกับโธมัสและย้ายมายังบ้านหลังหนึ่ง โดยที่ไม่รู้ว่าที่นี่มีความลึกลับและน่าสะพรึงกลัว­รออยู่...,2015,eng,แฟนตาซี,สยองขวัญ,
https://m.media-amazon.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_.jpg,wrath of the titan ,แนวแฟนตาซี แอคชั่น ดูได้ที่ netflix,https://youtu.be/IHHPPX6dnYU,เกิดขึ้นสิบปีหลังจากภาพยนตร์สงครามเทพประจัญบานเมื่อเทพเจ้าสูญเสียอำนาจการควบคุบไททันส์ที่ถูกคุมขัง และเพอร์ซิอุสต้องกลับมาอีกครั้งที่ต้องช่วยพ่อของเขาซุสโค่นล้มไททันเพื่อมนุษยชาติ,2012,eng,แฟนตาซี,แอคชั่น,
https://m.media-amazon.com/images/M/MV5BMjE3NzY5NTg0OF5BMl5BanBnXkFtZTcwODk4MzgxNw@@._V1_.jpg,contraband ,แนวระทึกขวัญ  ดูได้ที่ apple tv,https://youtu.be/Rp0b5ZXIUvE,คริส ฟาร์ราเดย์ (มาร์ค วอห์ลเบิร์ก) ล้างมือจากวงการอาชญากรรมที่เขาเคยอยู่มานานแล้ว แต่เมื่อพี่ชายของภรรยา แอนดี้ (คาเล็บ แลนดรี โจนส์) ทำงานส่งยาเสพติดพลาด ทำให้เจ้านายสุดเหี้ยม ทิม บริกก์ (จิโอวานนี่ ริบิซี่) ตามล่าล้างหนี้ คริส จึงจำเป็นต้องเข้าสู่วงการมืดที่เขาเคยทำอยู่ นั่นคือ การค้าของเถื่อน เพื่อหาเงินมาใช้หนี้ให้ แอนดี้ คริส เคยมีชื่อในวงการอยู่แล้ว เขาจึงสามารถหาคนมาร่วมขบวนได้เร็ว ด้วยความช่วยเหลือของเพื่อนรัก เซบาสเตียน (เบน ฟอสเตอร์) สำหรับงานใหญ่ส่งของไปปานามา โดยหวังจะได้เงินก้อนโตกลับมา,2012,eng,ระทึกขวัญ,,
https://s.isanook.com/mv/0/ud/6/34987/cjr_1sht_alt_intl_debut_online.jpg,เดอะ คอนเจอริ่ง คนเรียกผี,แนวระทึกขวัญ ดูได้ที่ apple tv,https://youtu.be/k10ETZ41q5o,เอ็ด และ ลอว์เรน วอร์เรน คู่สามีภรรยานักปราบผีเข้าช่วยเหลือ แคโรลิน และ โรเจอร์ เพอร์รอน ที่พวกเขาได้ซื้อบ้านไร่อายุกว่าร้อยปีที่ดูเงียบสงบในรัฐโรดไอแลนด์ เมื่อปี 1970 ทันทีที่เข้าไปอยู่ พวกเขาและลูกสาวอีก 5 คน ก็พบว่าตัวเองตกอยู่ในอันตรายที่แฝงไปด้วยความลึกลับสุดหลอน วิญญาณร้ายกำลังกัดกินชีวิตของพวกเขาทีละน้อย ๆ จน เอ็ดและลอว์เรนไปพบเข้า หากคุณเริ่มได้ยินเสียงกระซิบ... เสียงเท้าเดิน...รู้สึกเหมือนมีใครอยู่ด้วย มันจะนำไปสู่อีกขั้น เมื่อคุณจะเริ่มจะถูกครอบงำ...ต้องทำตามที่พวกมันต้องการ และนำไปสู่ขั้นที่ 3 ซึ่งเป็นขั้นสุดท้าย…นั่นก็คือ...ถูกสิงเข้าร่าง พวกเขาจะต่อสู้กับแรงอาฆาตในครั้งนี้ได้หรือไม่,2013,eng,ระทึกขวัญ,,
https://cdn.majorcineplex.com/uploads/movie/1770/thumb_1770.jpg,วินาศกรรมปิดเมือง,แนวระทึกขวัญ ดููได้ที่ apple tv,https://youtu.be/ykwSo64RYao,Patriots Day เรื่องราวว่าด้วยการวางระเบิดก่อการร้ายในงานวิ่งมาราธอนเมืองบอสตันเมื่อปี 2013 ที่ทำให้คนธรรมดาทั่วไปต้องกลายมาเป็นฮีโร่ด้วยวีรกรรมของพวกเขา หลังจากเหตุการณ์สะเทือนขวัญ จ่าทอมมี่ ซอนเดอร์ส (มาร์ค วอห์ลเบิร์ก) รวบรวมความกล้าของตัวเองเข้าร่วมกับผู้รอดชีวิตคนอื่น ตามล่ามือวางระเบิดการแข่งขันบอสตันมาราธอน เพื่อหยุดยั้งวินาศการรมครั้งต่อไปให้ทันเวลา,2016,eng,ระทึกขวัญ,,
https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_.jpg,about time ,แนวโรแมนติก - แฟนตาซี ดูได้ที่ apple tv,https://youtu.be/T7A810duHvw,เป็นเรื่องราวของ ทิม เลค ที่ค้นพบว่าตัวเองสามารถเดินทางย้อนเวลาได้... ในคืนหลังจากงานปาร์ตี้ที่ห่วยแตกในนิวยอร์ก พ่อของทิม ได้เล่าให้ลูกชายของเขาฟังว่า ผู้ชายในตระกูลเขามีความสามารถในการเดินทางย้อนเวลาเสมอ ทิม ไม่สามารถเปลี่ยนแปลงประวัติศาสตร์ได้ แต่เขาสามารถเปลี่ยนแปลงสิ่งที่เกิดขึ้นและเคยเกิดขึ้นมาแล้วในชีวิตของเขาได้ เขาก็เลยตัดสินใจจะทำให้โลกนี้สวยงามขึ้น ด้วยการหาแฟนซักคน น่าเศร้า ที่มันอาจไม่ได้ง่ายดายอย่างที่คุณคิด,2013,eng,โรแมนติก,แฟนตาซี,
https://m.media-amazon.com/images/M/MV5BMjE1OTU5MjU0N15BMl5BanBnXkFtZTcwMzI3OTU5Ng@@._V1_.jpg,The Vow ,แนวโรแมนติก ดราม่า ดูได้ที่ apple tv,https://youtu.be/PcL24s-S6ns,"เรื่องราวชีวิตสมรสสุดหวานซึ้งของคู่สามีภรรยา เพจ (นำแสดงโดย ราเชล แม็คอดัมส์) และ ลีโอ (นำแสดงโดย แชนนิ่ง ทาทั่ม) ที่กำลังดำเนินไปอย่าง มีความสุข แต่ก็ต้องถูกอุบัติเหตุทางรถยนต์มาพรากไปในชั่วพริบตา แม้ ลีโอ จะรอดชีวิตมาได้อย่างไม่บุบสลาย แต่ เพจ ได้รับความกระทบกระเทือนที่ศีรษะทำให้ลบล้างความทรงจำทั้งหมดเกี่ยวกับสามี...เมื่อ ลีโอ ต้องเผชิญหน้ากับการสูญเสียครอบครัวเพียงหนึ่งเดียว ไปเพราะการฟื้นความทรงจำเหมือนจะไม่เป็นผล และ เพจ เองก็จำได้แค่ว่ายังรักอยู่กับ เจเรมี่ ""รับบทโดย สก็อต"" คู่หมั้นเก่าที่คงหลงรักเธออยู่..ลีโอ ตัดสินใจทุ่มเทความรักทั้งหมดที่มีเริ่มต้นตามจีบภรรยาอีกครั้ง ราวกับว่าพวกเขาเพิ่งได้พบกัน ซึ่งเค้าหวังว่าศรัทธาในความรักที่มีให้ต่อกันอย่างมากมาย จะทำให้เค้าได้ภรรยากลับคืนมา",2012,eng,โรแมนติก,ดราม่า,
https://m.media-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_FMjpg_UX1000_.jpg,Call Me by Your Name,แนวโรแมนติก ดราม่า ดูได้ที่ netflix,https://youtu.be/Z9AYPxH5NTM,ฤดูร้อนปี 1983 ทางตอนเหนือของอิตาลี เอลิโอ รับบทโดย ทิโมธี ซาลาเมต (Timothee Chalamet) เด็กชายวัย 17 ที่ใช้ชีวิตอย่างเรื่อยเปื่อยในคฤหาสน์เก่าแก่กับครอบครัวโดยทั้งพ่อและแม่เป็นนักวิชาการ จนเมื่อ โอลิเวอร์ รับบทโดย อาร์มี่ แฮมเมอร์ (Armie Hammer) นักศึกษาหนุ่มชาวอเมริกันเดินทางมาช่วยงานวิจัยของพ่อเขา การปรากฏตัวของโอลิเวอร์ไม่เพียงทำให้เอลิโอรู้ว่าเขาช่างเป็นเด็กหนุ่มที่ไม่รู้เรื่องราวอะไร แต่ยังพาเขาไปยังสำรวจพื้นที่ใหม่ที่เขาไม่เคยรู้สึกมาก่อนอีกด้วย,2017,eng,โรแมนติก,ดราม่า,
https://upload.wikimedia.org/wikipedia/th/thumb/f/f9/%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B0%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%B4%E0%B8%AA%E0%B8%B9%E0%B8%88%E0%B8%99%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%81.png/220px-%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B0%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%B4%E0%B8%AA%E0%B8%B9%E0%B8%88%E0%B8%99%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%81.png,ระยะทางพิสูจน์รัก,แนวโรแมนติก ดูได้ที่ apple tv,https://youtu.be/FUS_Q7FsfqU,ลุค (สกอตต์ อีสต์วุด) อดีตแชมป์ขี่วัวที่ต้องการคืนสู่ความยิ่งใหญ่อีกครั้ง และโซเฟีย (บริตต์ รอเบิร์ตสัน) นักศึกษาสาวที่อยากได้งานในฝันด้านศิลปะในนิวยอร์ก และเมื่อทั้งสองคนผ่านบททดสอบด้านความสัมพันธ์มาด้วยกัน แต่เมื่อความขัดแย้งเกิดขึ้นกับคู่รักคู่นี้ แต่โซเฟียกับลูคก็ผ่านพ้นไปได้ด้วยเรื่องราวในจดหมายและการบอกเล่าของไอรา (อลัน อัลดา) ชายชราผู้มีความทรงจำต่อภรรยามานานหลายสิบปี,2015,eng,โรแมนติก,,
